title,date,source,author,category,label
Property answer base cultural resource.,2024-08-08,Daily News,Patrick Thompson,Sports,real
Why crime life fight each.,2024-07-21,,Manuel Padilla,Health,fake
Tax central only news house another.,2022-06-27,Daily News,Janet Smith,Technology,fake
Daughter use blue include type.,2023-04-03,Daily News,Tracey Lewis,Sports,real
Only trial everybody that.,2024-03-09,Fox News,Heather Hughes,Politics,fake
Member region writer race.,2023-02-17,Reuters,William Sutton,Health,fake
Want understand television new popular risk.,2023-04-08,The Guardian,Bryce Petersen,Entertainment,real
Mean hold property also include.,2024-10-01,Daily News,Wendy Fuller,Business,real
Beat story with around director glass charge have.,2023-02-28,Global Times,Jacob Torres,Science,fake
Tree field he discussion.,2023-11-23,BBC,Mr. John Miller,Health,real
Within charge pressure dream.,2024-07-20,Global Times,Deanna Garcia,Technology,fake
Together even marriage.,2024-10-03,NY Times,Amber Avery,Politics,real
Ok they human my.,2024-03-22,Reuters,Jason Diaz,Entertainment,real
Current popular opportunity how citizen.,2022-07-15,,John Johnson,Technology,real
Open security TV recent seem mind whether drug.,2023-05-16,BBC,Dr. Sarah Brown,Business,real
Key attack ready commercial.,2023-09-08,Reuters,Nicholas Mcdonald,Technology,real
Herself dinner support spring movie.,2023-03-06,Daily News,Patricia Long,Sports,real
Front situation beautiful this security country out.,2024-12-07,Daily News,Parker Haynes,Entertainment,fake
End occur serious American space arm.,2024-04-02,Daily News,Peter Castillo,Politics,fake
Story per board enjoy Congress.,2022-08-09,BBC,Anthony Castillo,Technology,fake
Than heart show thank own thousand.,2023-07-21,Daily News,Mr. Noah Torres Jr.,Science,real
Friend listen administration feeling argue authority carry.,2022-10-23,Reuters,David Fleming,Science,real
Six energy ready officer challenge.,2022-10-26,Daily News,Ellen Watts,Business,fake
Finish thing carry executive.,2022-05-03,CNN,Ronald Jones,Politics,fake
Relationship help material or.,2024-06-13,Global Times,Jackie Fisher,Business,real
Anyone growth usually film rich.,2022-05-20,BBC,Ruben Burgess,Politics,real
Rich coach recent very pretty.,2024-12-05,The Guardian,Steven Macias,Sports,real
Another never community name everyone successful production.,2022-06-20,The Guardian,Leslie Green,Technology,real
Since act pretty meet control operation question.,2023-08-31,Fox News,Jay Herrera,Health,fake
Close experience yet.,2023-06-10,NY Times,Robert Clark,Entertainment,fake
Those statement human as.,2024-10-09,Daily News,Matthew Edwards,Science,fake
Mission its evidence hour himself nature economic.,2023-11-01,Global Times,Carrie Schneider,Business,fake
Place student do far meeting work way difference.,2024-03-12,NY Times,Jamie Allen,Health,real
Discover take west dream.,2023-12-23,The Guardian,Tony Evans,Science,real
Officer fine my.,2025-01-14,Global Times,David Palmer,Entertainment,fake
Happy quickly side sign indicate drive.,2022-06-15,NY Times,Jay Wood,Sports,fake
Where step wonder answer these though easy.,2022-12-22,BBC,Caroline Ibarra,Business,real
Entire half ok born.,2024-11-17,Reuters,James Owens,Sports,real
Former kind lot actually.,2023-05-01,Global Times,Holly Gray,Science,fake
Important require issue.,2023-10-22,NY Times,Carmen Garcia,Health,real
Month open movie strategy whether radio.,2024-07-22,Global Times,Daniel Schneider,Science,real
National floor walk watch rule side.,2025-02-06,BBC,Tyler Ramirez,Science,real
Hear simple sure receive easy.,2022-12-08,Daily News,Wayne Becker,Technology,fake
Thousand school family.,2025-03-20,Daily News,Kimberly Haynes,Business,fake
Late great offer politics table defense major.,2024-07-25,Fox News,Kirsten Allison,Business,real
Protect someone over defense government course magazine.,2023-01-16,The Guardian,Willie Willis,Sports,real
Knowledge test recently major human face team customer.,2023-05-20,Fox News,Brianna Haley,Science,real
Describe pay president dream surface.,2022-11-25,Global Times,Kevin Kirk II,Business,fake
Animal prepare work station expert sport.,2024-08-06,CNN,Timothy Williams MD,Politics,fake
Interesting idea Mr bit majority occur himself present.,2025-04-18,Fox News,Richard Harris,Science,real
Investment throw Republican experience.,2025-03-31,Daily News,Teresa Adams,Health,real
Recently understand million team several what action minute.,2022-07-08,Global Times,Mr. Andrew Chavez,Politics,real
Trade edge truth owner else.,2025-02-07,Global Times,Kenneth Kelly,Business,real
Analysis meet sign.,2022-05-01,Global Times,,Technology,fake
Price break wait statement your civil perform.,2022-05-09,,Anthony Martinez,Health,real
Debate black exactly another dark girl season.,2024-06-11,NY Times,Jill Mcdonald,Business,real
Look operation mission well activity task.,2023-08-07,CNN,Tanya Cook,Entertainment,real
Local especially nature TV plan try.,2024-02-14,BBC,Chad Stevens,Entertainment,real
Increase available size meeting increase other.,2025-01-17,Daily News,Dr. Mary Fox,Health,real
Certain free religious church.,2024-11-25,Reuters,Michelle Ryan,Health,fake
The fear crime quality benefit guess only.,2025-01-07,Daily News,John Rodriguez,Science,fake
Million view amount sort century there almost affect.,2024-08-13,BBC,Ashlee Meyer,Business,real
Near modern place one there trip.,2023-03-03,CNN,Steven Foster,Science,real
Piece line according water discover him.,2022-11-19,Daily News,Marissa Clark,Technology,real
Democrat both sort floor.,2025-04-12,BBC,Robert Bautista,Technology,real
Our agree law chair certainly increase.,2023-03-03,The Guardian,Amanda Smith,Sports,real
Attorney yet goal player officer add discuss market.,2024-08-18,NY Times,,Sports,fake
Course almost explain toward five.,2025-02-14,NY Times,Courtney Dennis MD,Sports,real
Argue someone guess early along provide be.,2023-01-28,Fox News,Mitchell Gonzalez,Technology,fake
Must point easy assume hospital rest.,2024-11-09,CNN,Omar Leonard,Sports,fake
Here science true.,2025-01-24,Daily News,Richard Tapia,Science,fake
Read return they realize.,2023-09-14,CNN,Barry Brown,Health,real
Prove card nice money.,2024-04-04,Global Times,Anthony Molina,Health,fake
Author former only watch wife example.,2024-06-04,NY Times,Scott Young,Business,real
Outside fight by series.,2023-04-24,CNN,Austin Curtis,Health,real
This six purpose meet stand time election staff.,2023-04-23,Fox News,Mark Morris,Entertainment,fake
Approach child because.,2022-09-23,The Guardian,Jasmine Brooks,Entertainment,fake
Simple few simply career with hope big.,2024-01-30,Global Times,Billy Palmer,Science,fake
Foot bill dark whether together owner left.,2025-01-22,CNN,Tamara Ewing,Business,real
Door summer these appear.,2024-12-20,The Guardian,Jordan Martin,Entertainment,fake
Within method back source wish sound open.,2023-02-09,Global Times,Donna Smith,Science,fake
Later thought mean my remain sense recently.,2024-02-06,Global Times,Lance Peterson,Health,real
American cultural approach keep energy.,2024-03-01,BBC,Teresa Dalton,Business,fake
Degree teach kitchen lot near against any develop.,2022-06-03,The Guardian,Dr. Amanda Stokes PhD,Sports,real
We fund sister cultural.,2024-03-09,NY Times,Holly Kaiser,Business,real
Game thank threat answer paper fact member.,2024-10-08,Fox News,Wayne Lang,Entertainment,fake
After consider short need.,2023-05-18,Reuters,Robert Jensen,Politics,real
Actually himself music challenge great challenge.,2023-09-06,Reuters,Zachary Robinson,Health,real
Position successful court rule.,2024-05-06,Fox News,Micheal Chambers,Business,fake
Beat message rest often month civil hour.,2024-08-15,Fox News,Mason Perez,Science,fake
Away away radio nothing game evening past usually.,2023-05-06,Daily News,Shaun Gallagher,Health,real
Thing tree to eye bit.,2024-05-02,The Guardian,Corey Allen,Entertainment,fake
Edge article along north today total here.,2024-07-31,Global Times,John Koch,Politics,real
Mrs main magazine husband hour today.,2024-05-22,,Faith Schmidt,Health,real
Defense attorney current room.,2024-03-22,Reuters,,Science,real
Born gun tree character whatever.,2023-09-07,Daily News,Stacy Carter,Technology,real
Responsibility red feel above apply tough.,2022-08-17,Global Times,Edwin Mathews,Sports,fake
Finally your have one notice.,2022-07-12,BBC,Richard Wilson,Technology,fake
Free affect exactly to around occur officer.,2024-03-05,Reuters,David Singh,Technology,fake
Almost idea fall organization middle southern.,2024-05-15,The Guardian,Daniel Irwin,Technology,real
Theory system stand we indeed onto choose.,2024-07-06,BBC,Larry Guzman,Science,real
Song fund also check.,2023-09-25,Fox News,Jennifer Miller,Health,real
Social physical rock term reason.,2022-08-18,BBC,Carolyn Simmons,Politics,fake
His prepare investment student town.,2023-10-02,Daily News,Belinda Norris,Sports,real
Ten its sit activity lot pressure none beat.,2025-03-03,Fox News,Carolyn Underwood,Entertainment,real
Party might four group four project suggest.,2025-03-12,The Guardian,Anthony Fox,Entertainment,fake
Before song build weight.,2025-04-14,Reuters,James Ibarra,Science,fake
Buy find myself join.,2023-05-22,NY Times,Robin Harrison,Technology,real
Marriage leader west argue newspaper.,2023-11-13,Fox News,Angel Pollard,Technology,real
Student nation information concern.,2022-08-20,CNN,Joseph Skinner,Technology,fake
Mission worry democratic speak not these generation.,2024-09-02,Global Times,Sandy Anthony,Science,fake
Certainly player almost interest cell take TV.,2023-04-21,Global Times,Mrs. Jessica Simmons,Science,fake
Successful book international when across main.,2023-09-08,BBC,Taylor Collins,Sports,fake
Room exist attack hold outside light bank theory.,2024-08-18,Fox News,Sean Moon,Technology,fake
Personal travel include result those.,2023-01-19,,Patricia Mckenzie,Entertainment,fake
Pull visit activity next somebody pay analysis.,2024-03-07,The Guardian,Christy Sanchez,Technology,fake
Eye research benefit stuff.,2025-01-18,Fox News,Patricia May,Business,real
Here almost himself around treat heavy.,2023-05-27,The Guardian,Stephen Davis,Health,real
Anyone maybe wall president practice mother.,2024-11-02,The Guardian,Dennis Marks,Science,fake
Offer write state prepare environment.,2024-08-22,Daily News,Cassandra Harris,Business,real
Hundred Congress scientist board.,2025-01-05,The Guardian,Emily Chan,Technology,fake
Since yard race season give senior world what.,2023-07-24,Fox News,Robert Brooks,Sports,fake
Walk collection likely.,2023-01-29,Reuters,Nathan Velasquez,Politics,real
Start half mind public.,2025-02-24,Reuters,Isaac Alexander,Sports,fake
Whole sort method total week common sister.,2024-10-26,Daily News,Samantha Blackwell,Entertainment,fake
Thing instead surface which region word military.,2025-02-05,Global Times,Mary Phelps,Politics,real
Stage send bar continue support language man.,2022-05-30,Daily News,Evan Chapman,Business,fake
Enjoy staff maybe less.,2022-09-09,Reuters,Heidi Neal,Business,fake
Southern charge capital.,2023-06-15,NY Times,Fernando Lee,Science,fake
Growth free film instead.,2023-04-07,BBC,Alan Brown,Science,real
Enter performance eat method scientist sea whose.,2023-11-21,BBC,Jeremy Garcia,Science,real
Memory hand son under part activity hard me.,2024-01-28,Reuters,Jamie Black,Technology,fake
Travel teach role.,2023-01-14,Global Times,Kelli Clark,Sports,real
Say go year condition.,2024-07-03,Reuters,Mark Richardson,Sports,fake
Add fall charge never church compare.,2024-11-22,The Guardian,,Politics,fake
Eat before school security opportunity talk else.,2022-05-20,The Guardian,Bethany Schneider,Politics,real
Resource throughout environment style begin clearly.,2024-12-27,CNN,Chelsea Robbins MD,Science,real
Imagine term bag nothing water fire practice leader.,2025-01-21,Reuters,Rachel Saunders,Technology,fake
Fall traditional hotel information response.,2023-08-15,Global Times,Earl Solis,Entertainment,real
Identify down country rather debate end.,2023-01-10,Fox News,Lauren Howard,Business,fake
Process behavior half key group pick.,2022-08-30,NY Times,Jeffery Diaz,Politics,real
Account explain available dark.,2024-08-20,Daily News,Holly Carlson,Technology,real
Process challenge page floor.,2023-12-25,NY Times,David Miller,Technology,fake
Air music room series determine others describe.,2023-02-20,BBC,Richard Lopez,Health,real
Coach people road article continue administration reflect.,2022-07-03,Global Times,Connor Pierce,Business,real
Guess group respond true travel hospital garden.,2024-08-23,Daily News,George Williams,Entertainment,real
Direction mention north prove full.,2024-07-09,NY Times,Kyle Poole,Business,fake
Food us himself develop family.,2024-08-21,BBC,Francisco Cervantes,Health,real
Any activity take never anyone threat town.,2023-11-27,,Justin Patrick,Entertainment,real
Create support happy season meeting quality recently.,2024-01-18,The Guardian,Kathryn Myers,Sports,fake
He describe cold less above.,2022-08-02,The Guardian,George Walters,Sports,fake
Fight note knowledge first draw.,2024-02-06,CNN,Michael Mcmillan,Sports,fake
Consider agreement personal throw Congress.,2023-06-03,The Guardian,Curtis Rodriguez,Politics,real
Wind down win popular bill onto score.,2023-03-22,Daily News,James Lawrence,Sports,real
Trial son house right final her truth sing.,2023-01-23,Reuters,Amber Thompson,Business,fake
Mention effort plant upon stock support.,2022-11-20,BBC,Jonathan Wilson,Politics,fake
Model gas soldier film indicate.,2024-11-05,BBC,Benjamin Monroe,Science,fake
Wind authority travel support state.,2022-06-16,Daily News,Paul Benitez,Science,real
Road few nothing parent difference film.,2023-07-09,NY Times,Amy Ingram,Sports,real
Most world evidence military first produce yet country.,2023-03-25,The Guardian,Benjamin Taylor,Science,fake
Painting throw success never myself end.,2022-06-17,,Savannah Parks,Entertainment,fake
Though risk police development movie example.,2024-06-02,Daily News,Jessica Evans,Sports,fake
Whether interest past personal ahead.,2025-01-08,Reuters,Jose Lyons,Health,fake
Next church deep us most.,2023-05-08,Global Times,Lisa Jackson,Science,fake
Economy successful arrive president.,2023-07-28,NY Times,Sabrina Reid,Health,real
Suggest popular career commercial save and.,2022-05-21,CNN,Brian Willis,Entertainment,real
